file_id	file_name	project_id
2e6cbe8c-9ad7-42c1-83b3-2ccef113cf01	TCGA-LUSC.6f21cf71-3d26-460d-a4c7-42aca55bc11f.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
2fb88a5f-fc93-416f-9416-340f7fc59564	CGCI-HTMCP-CC.7fff6a80-efcc-4cc6-aced-a5cb4c20748d.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	CGCI-HTMCP-CC
3084f6ca-4458-49be-9354-75c0a808303c	TCGA-LUSC.11fd3ac2-ff25-4649-ad86-380827c5d650.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3127d171-e950-4f5e-b7b0-75bc0965ca6f	TCGA-BRCA.6f57fef3-e777-4155-874a-04b0555c2dfe.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BRCA
31532438-474a-46e4-82bf-317a114e899d	TCGA-LUSC.5af1efdd-2ecf-411f-bf1a-a76555447f5b.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
31e837ae-5455-4b95-a768-1ea22111313b	TCGA-LUSC.b4d374fd-afb3-4f40-a726-42754fb4c86f.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
31f02494-8137-4707-96dc-226f92585830	TCGA-LUSC.3c9ecaa1-0012-476a-8c80-29e27741d1b6.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3202b007-8cfa-4a39-84c3-3a4fbbef9d1d	TCGA-BRCA.732127f7-f8aa-4395-afaf-2bd46120d59f.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BRCA
32209d5c-692b-4257-b4f8-230816bda509	TCGA-LUSC.50be9b27-2744-45ba-a1f5-637a5bbeb019.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
327acf45-c561-4ee3-8059-aa4517f29453	TCGA-BLCA.baf1424e-5342-4da7-b60a-3312779df885.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BLCA
3296eabd-8790-4153-b1ae-58839adeb630	TCGA-COAD.374b5096-41a3-406e-99b9-9fcbb96bad07.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-COAD
