project_id	workflow	experimental_strategy	aliquot	reason
CPTAC-3	AscatNGS	WGS	CPT0006900009	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0011000006	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0011100002	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0012180009	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0012240002	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0027010009	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0027070002	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0070260009	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0071030002	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0075380009	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0075440002	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0078000006	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0092160009	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0207870007	Failed Harmonization
CPTAC-3	AscatNGS	WGS	CPT0207930002	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0006900009	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0011000006	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0011100002	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0012180009	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0012240002	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0027010009	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0027070002	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0070260009	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0071030002	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0075380009	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0075440002	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0078000006	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0092160009	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0207870007	Failed Harmonization
CPTAC-3	BRASS	WGS	CPT0207930002	Failed Harmonization
TARGET-RT	Arriba	RNA-Seq	TARGET-52-PASXGF-01A-01R	Failed Harmonization
TARGET-RT	STAR - Counts	RNA-Seq	TARGET-52-PASXGF-01A-01R	Failed Harmonization
TARGET-RT	STAR 2-Pass Chimeric	RNA-Seq	TARGET-52-PASXGF-01A-01R	Failed Harmonization
TARGET-RT	STAR 2-Pass Genome	RNA-Seq	TARGET-52-PASXGF-01A-01R	Failed Harmonization
TARGET-RT	STAR 2-Pass Transcriptome	RNA-Seq	TARGET-52-PASXGF-01A-01R	Failed Harmonization
TARGET-RT	STAR-Fusion	RNA-Seq	TARGET-52-PASXGF-01A-01R	Failed Harmonization
TARGET-WT	MuTect2 Annotation	WXS	TARGET-50-PAKGZX-01A-01D	Failed Harmonization
TARGET-WT	MuTect2 Annotation	WXS	TARGET-50-PAKGZX-10A-01D	Failed Harmonization
TARGET-WT	SomaticSniper Annotation	WXS	TARGET-50-PAKGZX-01A-01D	Failed Harmonization
TARGET-WT	SomaticSniper Annotation	WXS	TARGET-50-PAKGZX-10A-01D	Failed Harmonization
TARGET-WT	VarScan2 Annotation	WXS	TARGET-50-PAKGZX-01A-01D	Failed Harmonization
TARGET-WT	VarScan2 Annotation	WXS	TARGET-50-PAKGZX-10A-01D	Failed Harmonization
TCGA-BLCA	MuSE	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuSE	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	MuSE Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuSE Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	MuTect2	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuTect2	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	MuTect2 Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuTect2 Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	SomaticSniper	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	SomaticSniper	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	SomaticSniper Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	SomaticSniper Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Chimeric	RNA-Seq	TCGA-DK-A6AW-01A-11R-A30C-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Chimeric	RNA-Seq	TCGA-E7-A97Q-01A-11R-A38B-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Genome	RNA-Seq	TCGA-DK-A6AW-01A-11R-A30C-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Genome	RNA-Seq	TCGA-E7-A97Q-01A-11R-A38B-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Transcriptome	RNA-Seq	TCGA-DK-A6AW-01A-11R-A30C-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Transcriptome	RNA-Seq	TCGA-E7-A97Q-01A-11R-A38B-07	Failed Harmonization
TCGA-BLCA	VarScan2	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	VarScan2	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	VarScan2 Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	VarScan2 Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BRCA	MuSE	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	MuSE	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	MuSE Annotation	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	MuSE Annotation	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE Annotation	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE Annotation	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE Annotation	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuSE Annotation	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	MuTect2	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	MuTect2	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	MuTect2 Annotation	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	MuTect2 Annotation	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2 Annotation	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2 Annotation	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2 Annotation	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	MuTect2 Annotation	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper Annotation	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper Annotation	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper Annotation	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper Annotation	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper Annotation	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	SomaticSniper Annotation	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	VarScan2	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	VarScan2	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	VarScan2 Annotation	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	VarScan2 Annotation	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2 Annotation	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2 Annotation	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2 Annotation	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	VarScan2 Annotation	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-CHOL	STAR 2-Pass Chimeric	RNA-Seq	TCGA-W5-AA2R-01A-11R-A41I-07	Failed Harmonization
TCGA-CHOL	STAR 2-Pass Genome	RNA-Seq	TCGA-W5-AA2R-01A-11R-A41I-07	Failed Harmonization
TCGA-CHOL	STAR 2-Pass Transcriptome	RNA-Seq	TCGA-W5-AA2R-01A-11R-A41I-07	Failed Harmonization
TCGA-COAD	MuSE	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuSE	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-2672-01B-03D-2301-10	Failed Harmonization
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuSE Annotation	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuTect2	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-2672-01B-03D-2301-10	Failed Harmonization
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	MuTect2 Annotation	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-2672-01B-03D-2301-10	Failed Harmonization
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
