id	experimental_strategy	project_id
6a0e2810-cca9-4d56-882a-3aa86d40dc5b	WXS	TCGA-BRCA
6a0c5d52-6b18-4e44-8386-358bcc677790	WXS	TCGA-BRCA
7727c319-eabf-4244-853c-99a404048ba4	WXS	TCGA-BRCA
818d2edf-4d55-4781-9821-fd1cb6cc48ea	WXS	TCGA-BRCA
7ae6c40f-55da-4633-a522-a2cc362a71ec	WXS	TCGA-BRCA
7a943780-521b-4635-bbbf-5d07a335bb1c	WXS	TCGA-BRCA
82ef3865-bb11-455a-82f2-2e13e38bf523	WXS	TCGA-BRCA
8194ebc3-134c-44d6-92e7-0dc072d7598e	WXS	TCGA-BRCA
88c05162-7550-4655-b801-eb62d32cfaf6	WXS	TCGA-BRCA
8914a8c0-7e04-4bd4-8292-609cde728fa7	WXS	TCGA-BRCA
8a3bf6fe-0319-48df-8863-0512316a0d17	WXS	TCGA-BRCA
8aa0087f-558c-4c48-a854-7b698969b122	WXS	TCGA-BRCA
9425fe04-6b2f-4adc-aa53-b0cfeb74cebf	WXS	TCGA-BRCA
90826258-996d-4d54-8ff1-d5f12d0f132b	WXS	TCGA-BRCA
a0010314-61b9-4b74-89e2-8ee8dd71b04a	WXS	TCGA-BRCA
9bdbb686-2844-49a1-86f1-07611ead9afd	WXS	TCGA-BRCA
9f4b3852-85a8-415b-b3bb-2a0b1b816037	WXS	TCGA-BRCA
a0a702a4-22f0-43d8-af7b-3982bbec565b	WXS	TCGA-BRCA
a0ee6912-692f-4b7f-923d-23780e2376bf	WXS	TCGA-BRCA
a02e59d0-6180-4664-a914-c57c4f3739bc	WXS	TCGA-BRCA
a36f70dd-7e2d-41e1-995a-ba33cd50f572	WXS	TCGA-BRCA
a4a3f797-6a6a-43d0-9293-a1e0b05f187b	WXS	TCGA-BRCA
ab1caeda-db3f-458b-ba98-12ab3c192404	WXS	TCGA-BRCA
a6d9a88c-de40-4a62-a8f1-f11cfdf2f2a7	WXS	TCGA-BRCA
b2427511-7314-4a85-9865-0f7229979e9f	WXS	TCGA-BRCA
ae33303a-eea5-4845-99df-d8792fcbf6ff	WXS	TCGA-BRCA
c2771bd0-55e7-48d5-bab8-c2470dda2838	WXS	TCGA-BRCA
b474dd5f-8b2c-4425-a7c4-5fc726d28cfa	WXS	TCGA-BRCA
b962a5ca-e534-45d2-a902-043585b44f86	WXS	TCGA-BRCA
c374af90-0755-4f31-8ed6-8f6f5ca2880e	WXS	TCGA-BRCA
b4d15160-bcba-40f1-a695-11efb6a9a9bc	WXS	TCGA-BRCA
bae14910-e3ed-459a-a075-d3cd01b68b67	WXS	TCGA-BRCA
bff32b7b-0947-4fca-8a35-e235118b2f3f	WXS	TCGA-BRCA
c579585a-5397-4f31-9e8b-d5c7a2a125ec	WXS	TCGA-BRCA
d7a1c364-dc44-4055-9695-d47df74fcbde	WXS	TCGA-BRCA
c8ad8592-7c32-42d1-9760-31254b0441b9	WXS	TCGA-BRCA
d8855940-0ced-4381-b6a8-6cad150ea53c	WXS	TCGA-BRCA
d98a8b15-d9cc-4e1b-9742-e3c102c2414a	WXS	TCGA-BRCA
d0b8409d-5d72-4ca3-a665-66cd9dfa614c	WXS	TCGA-BRCA
d1596f27-2155-46c7-a298-897d993eda27	WXS	TCGA-BRCA
d54709ef-d86e-42f6-992b-91dab6afe168	WXS	TCGA-BRCA
dc51a8df-0893-4793-b47a-53b9f1e6d0c7	WXS	TCGA-BRCA
dfc6d4e2-449c-4b3d-a0ba-af70b770e2b5	WXS	TCGA-BRCA
e9bb2987-d8ff-4e95-8ce6-fd80c9c16d53	WXS	TCGA-BRCA
e7e98051-a055-4934-97a4-dfcbc53890c3	WXS	TCGA-BRCA
eae000ce-b447-4651-a360-1a00919f752a	WXS	TCGA-BRCA
f17b34f5-e172-492a-b801-9fea96bf7f42	WXS	TCGA-BRCA
ecfbeb5c-62e2-48d7-9945-2d87109705ec	WXS	TCGA-BRCA
efbaffb4-6bb6-42b0-a17a-b7cf2559afe9	WXS	TCGA-BRCA
f3559487-1c0b-4f69-9ec8-d24f77950bb9	WXS	TCGA-BRCA
f359aa48-b593-4f26-a24d-6fa074cea75c	WXS	TCGA-BRCA
f388c40e-2845-48bf-8b24-fffbdb3b4bb1	WXS	TCGA-BRCA
f8ee7ad9-2338-4755-ac11-7d3281301a2b	WXS	TCGA-BRCA
f6f06b41-fdb2-49b5-a74c-2b36c8a00347	WXS	TCGA-BRCA
f989bb1d-9053-4867-b261-776da75f8957	WXS	TCGA-BRCA
f9684290-4411-4d7c-8b9e-87278c96eaa9	WXS	TCGA-BRCA
