id	filename	md5	size	project_id	case_ids	aliquot_ids	data_category	data_type	experimental_strategy	workflow_type	new_id	new_md5	new_size
cc69ae03-52aa-4e82-93e0-9e3e447a9021	4457db65-4216-47ec-8f4d-aeef866adce9.wxs.Pindel.somatic_annotation.vcf.gz	6cdafea8d3df9a30a0b2c436be617726	154057	MMRF-COMMPASS	3b119f1a-9f12-4629-9ee8-0a54cb69d28f	41be2f6d-30ca-49d9-91e0-a398d8a1fc5b,59e7889d-6b67-443b-b5a5-e08a6ff5b9c4	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	Pindel Annotation	54f2a632-045d-4bc7-ad82-e56e01b9a1ae	330e0435ab351b5553b6a2024c655362	125986
162e5cc8-b187-4408-a443-381ec4de988d	2682238a-8822-484a-acdd-6e5cbdce7550.wxs.MuSE.somatic_annotation.vcf.gz	34913de600bb955c74db2521d98e2661	151353	MMRF-COMMPASS	8de66395-0dc2-4ff5-85ed-86f1d5283068	0e92a744-dfb5-49a3-88bc-2e24c8a48546,ab1aba0e-0690-4ff3-a899-d6cecfb094c7	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuSE Annotation	5ea9ca03-9622-42e2-bdfc-343f835a675b	66b44245dd192d3b9666c1ec66f15de5	155194
72da8aa8-ec1d-4f37-a148-99ac0bfc4d48	d8339cdb-6924-4a70-a7d8-f9f92cab1fd4.wxs.MuTect2.somatic_annotation.vcf.gz	dc670f674e3f4ee228cf5012e7c0d15c	3206294	MMRF-COMMPASS	3eea489a-673f-40bb-ad41-9b9fba7ed416	c7e54fe0-a818-4b47-9460-b68f797a45db,eed62308-d82b-4cc6-83db-00ae861327b7	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuTect2 Annotation	8b414860-c491-497c-8fcf-918e044707cd	2d30aafeabc726a72b2550d073cc5297	3295917
30f12f21-eaf7-4397-9790-79198eff7e6b	948def51-586e-4ae3-ac5e-f68f4d4d29af.rna_seq.genomic.gdc_realn.bam	ce2d8542c0157c899aa796791d3543ba	13868522421	MMRF-COMMPASS	e8280528-4fd6-44fc-b15b-72c78e4161bf	3723d361-de8b-4e4d-922c-d5a61019d69e	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Genome	43cd62f0-dd15-4dd3-88cf-5a7c5a1faef9	5c4b59062ef80b91be12236f83377f50	13864100640
08c94330-09e5-4886-8ff8-24e27d1cd443	c01ecff6-b9fd-458f-a17f-8a572e02d2e1.wxs.MuTect2.aliquot.maf.gz	39b9e88bbec7af4a21ccdd8cec9de2e1	2999907	MMRF-COMMPASS	2d13b839-d24a-4fb4-ba7b-d357e0237ca9	72e075cb-7933-4dd8-98ba-c6e49ebcaf64,97509e32-fa85-42dd-b3bb-a42df0a2b56c	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuTect2 Annotation	d0e85fcf-4c5d-476f-bba4-ab9f0cd62fe6	8aeb41ba4a6e41fab253011e499b4d5c	3885232
96b727bd-c293-42ce-9a8d-1acf07fd8d5b	2739c374-d62b-4aeb-92ad-7e2a80ead42b.wxs.MuSE.somatic_annotation.vcf.gz	5f5afc369b39f34889dbaa708f5e18e4	178716	MMRF-COMMPASS	75eb7a5c-f443-412d-8e8f-4b83606ff716	932db4f9-349f-4750-a886-0fd73d49037f,47d12f0b-fd9a-4914-8c68-581deefc35c7	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuSE Annotation	904485a8-16ab-459c-8a88-9e95dda44fd5	c6771ed25c9075726f13d05f2e6f0fa9	184300
2cad37ef-b6ea-47f3-b85a-e5fa9f07fb84	ced898df-53d5-4c1a-973a-9b6fff72f502.wxs.MuTect2.somatic_annotation.vcf.gz	6734301565c5e77dc58c46ca4ad54166	3803739	MMRF-COMMPASS	f3664bcb-3446-4beb-a9d8-5d27326f51a9	10e9d953-5c4f-4e9b-815c-a047c0352603,b7d6bb70-f5be-43a0-a626-3ff47031ebfc	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuTect2 Annotation	7faac670-211d-4854-a1b5-f628b08a637b	c7751db55915d008d53019a199b5fa10	3901829
16172dcb-c88c-425a-a6dd-691b0b1f25f3	8e1e76f6-4b84-477e-9c8f-e4f474ce6793.rna_seq.chimeric.gdc_realn.bam	c06b561493b2e650cc5e1f42efd1dd51	100004104	MMRF-COMMPASS	b62feb84-065f-41cc-9acc-799ea6a09c21	4b72ac7d-72ab-4138-a775-a5d6ac696fff	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Chimeric	6c2ae72d-b1db-438e-aa33-7097acc5d21c	60aa639950c9b8509c0f2bd825cded04	102903867
23153e9b-8dbe-42a4-b7f6-006e9a71db27	db833dd3-839d-4c72-97d9-1bc33308f25d.rna_seq.chimeric.gdc_realn.bam	76bd716990524c5d84773f469f78080b	143705897	MMRF-COMMPASS	a949c727-3293-4448-a7f5-330f0445c9d1	490db321-0b9b-44fe-a7ee-a57725c796d5	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Chimeric	135165ed-e380-4c54-9d93-d9a37383c58c	2933c26a2539837160e3427b617fb27d	142951846
aa4668cd-04c9-4638-bdcb-5f573e20df71	14e165a0-c62a-4847-b7fe-712c6b2cc3c9.wxs.MuTect2.somatic_annotation.vcf.gz	1642da8f6ca2dfdf7baf2a9259a0eb46	2602398	MMRF-COMMPASS	dc664f0d-1881-4961-a95f-b8458ade2d76	f83767d5-14a2-4d55-9365-33c9dca1d14a,cecf0181-8fc1-49a3-a5f2-90de11c21fc0	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuTect2 Annotation	96a206d7-5f36-42a8-913f-e06d42f7b23f	0647bda8d7bcaf4be031fdc1ce9bc9d5	2667324
